Radius	Rho	Mass	phi	Temp	Fe	O	Si	Mg	Ni	Ca	Al	S	Cr	Na	P	Mn	C	H	Total	Li
3.800000e-01	2.049271e+00	1.178266e-01	1.622862e+00	5.310086e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
3.850000e-01	2.043537e+00	1.223177e-01	1.618759e+00	5.285219e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
3.900000e-01	2.037710e+00	1.269144e-01	1.614610e+00	5.260351e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
3.950000e-01	2.031790e+00	1.316163e-01	1.610415e+00	5.235484e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
4.000000e-01	2.025776e+00	1.364250e-01	1.606175e+00	5.210617e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
4.050000e-01	2.019666e+00	1.413400e-01	1.601889e+00	5.185749e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
4.100000e-01	2.013460e+00	1.463629e-01	1.597558e+00	5.160882e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
4.150000e-01	2.007157e+00	1.514944e-01	1.593182e+00	5.136015e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
4.200000e-01	2.000756e+00	1.567340e-01	1.588761e+00	5.111148e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
4.250000e-01	1.994256e+00	1.620831e-01	1.584297e+00	5.086280e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
4.300000e-01	1.987655e+00	1.675408e-01	1.579788e+00	5.061413e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
4.350000e-01	1.980954e+00	1.731078e-01	1.575236e+00	5.036546e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
4.400000e-01	1.974150e+00	1.787856e-01	1.570640e+00	5.011678e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
4.450000e-01	1.967244e+00	1.845743e-01	1.566001e+00	4.986811e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
4.500000e-01	1.960233e+00	1.904734e-01	1.561319e+00	4.961944e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
4.550000e-01	1.953118e+00	1.964826e-01	1.556595e+00	4.937077e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
4.600000e-01	1.945896e+00	2.026035e-01	1.551829e+00	4.912209e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
4.650000e-01	1.938568e+00	2.088353e-01	1.547021e+00	4.887342e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
4.700000e-01	1.931131e+00	2.151777e-01	1.542171e+00	4.862475e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
4.750000e-01	1.923586e+00	2.216323e-01	1.537280e+00	4.837607e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
4.800000e-01	1.915931e+00	2.281985e-01	1.532348e+00	4.812740e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
4.850000e-01	1.908166e+00	2.348755e-01	1.527376e+00	4.787873e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
4.900000e-01	1.900288e+00	2.416640e-01	1.522363e+00	4.763005e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
4.950000e-01	1.892298e+00	2.485630e-01	1.517311e+00	4.738138e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
5.000000e-01	1.884194e+00	2.555739e-01	1.512219e+00	4.713271e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
5.050000e-01	1.875976e+00	2.626951e-01	1.507088e+00	4.688404e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
5.100000e-01	1.867641e+00	2.699265e-01	1.501918e+00	4.663536e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
5.150000e-01	1.859191e+00	2.772674e-01	1.496710e+00	4.638669e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
5.200000e-01	1.850622e+00	2.847190e-01	1.491464e+00	4.613802e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
5.250000e-01	1.841935e+00	2.922799e-01	1.486181e+00	4.588934e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
5.300000e-01	1.833129e+00	2.999490e-01	1.480860e+00	4.564067e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
5.350000e-01	1.824202e+00	3.077277e-01	1.475503e+00	4.539200e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
5.400000e-01	1.815154e+00	3.156139e-01	1.470109e+00	4.514333e+03	8.550000e-01	0.000000e+00	6.000000e-02	0.000000e+00	5.200000e-02	0.000000e+00	0.000000e+00	1.900000e-02	9.000000e-03	0.000000e+00	2.000000e-03	3.000000e-03	2.000000e-03	6.000000e-04	9.997000e-01	1.850000e-06
5.450000e-01	1.010468e+00	3.221106e-01	1.464692e+00	4.481465e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
5.500000e-01	1.007776e+00	3.266690e-01	1.459281e+00	4.437712e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
5.550000e-01	1.005073e+00	3.312346e-01	1.453893e+00	4.393960e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
5.600000e-01	1.002359e+00	3.359037e-01	1.448527e+00	4.350208e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
5.650000e-01	9.996345e-01	3.406954e-01	1.443181e+00	4.306455e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
5.700000e-01	9.968991e-01	3.454794e-01	1.437855e+00	4.262703e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
5.750000e-01	9.941530e-01	3.503918e-01	1.432547e+00	4.218951e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
5.800000e-01	9.913961e-01	3.553658e-01	1.427256e+00	4.175198e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
5.850000e-01	9.886284e-01	3.604052e-01	1.421983e+00	4.131446e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
5.900000e-01	9.858500e-01	3.655095e-01	1.416725e+00	4.087694e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
5.950000e-01	9.830607e-01	3.706812e-01	1.411482e+00	4.043941e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
6.000000e-01	9.802607e-01	3.759912e-01	1.406253e+00	4.000189e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
6.050000e-01	9.774499e-01	3.813012e-01	1.401038e+00	3.956436e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
6.100000e-01	9.746283e-01	3.867038e-01	1.395836e+00	3.912684e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
6.150000e-01	9.717960e-01	3.921279e-01	1.390646e+00	3.868932e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
6.200000e-01	9.689528e-01	3.977296e-01	1.385467e+00	3.825179e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
6.250000e-01	9.660989e-01	4.033557e-01	1.380299e+00	3.781427e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
6.300000e-01	9.632342e-01	4.090072e-01	1.375141e+00	3.737675e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
6.350000e-01	9.603588e-01	4.147889e-01	1.369993e+00	3.693922e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
6.400000e-01	9.574725e-01	4.207033e-01	1.364854e+00	3.650170e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
6.450000e-01	9.545755e-01	4.265603e-01	1.359723e+00	3.606418e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
6.500000e-01	9.516677e-01	4.325319e-01	1.354600e+00	3.562665e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
6.550000e-01	9.487491e-01	4.386641e-01	1.349484e+00	3.518913e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
6.600000e-01	9.458197e-01	4.448250e-01	1.344375e+00	3.475161e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
6.650000e-01	9.428796e-01	4.509970e-01	1.339273e+00	3.431408e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
6.700000e-01	9.399287e-01	4.573316e-01	1.334176e+00	3.387656e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
6.750000e-01	9.369670e-01	4.636991e-01	1.329085e+00	3.343903e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
6.800000e-01	9.339945e-01	4.700986e-01	1.323999e+00	3.300151e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
6.850000e-01	9.310112e-01	4.766686e-01	1.318918e+00	3.256399e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
6.900000e-01	9.280172e-01	4.832507e-01	1.313840e+00	3.212646e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
6.950000e-01	9.250124e-01	4.898653e-01	1.308768e+00	3.168894e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
7.000000e-01	9.219968e-01	4.966553e-01	1.303698e+00	3.125142e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
7.050000e-01	9.189704e-01	5.033995e-01	1.298632e+00	3.081389e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
7.100000e-01	9.159333e-01	5.103207e-01	1.293569e+00	3.037637e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
7.150000e-01	9.128854e-01	5.173145e-01	1.288509e+00	2.993885e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
7.200000e-01	9.098266e-01	5.243099e-01	1.283450e+00	2.950132e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
7.250000e-01	9.067572e-01	5.314646e-01	1.278394e+00	2.906380e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
7.300000e-01	9.036769e-01	5.385927e-01	1.273340e+00	2.862627e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
7.350000e-01	9.005859e-01	5.458840e-01	1.268287e+00	2.818875e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
7.400000e-01	8.974840e-01	5.532140e-01	1.263235e+00	2.775123e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
7.450000e-01	8.943714e-01	5.605827e-01	1.258184e+00	2.731370e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
7.500000e-01	8.912481e-01	5.681169e-01	1.253134e+00	2.687618e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
7.550000e-01	8.881139e-01	5.756905e-01	1.248084e+00	2.643866e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
7.600000e-01	8.849690e-01	5.833054e-01	1.243035e+00	2.600113e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
7.650000e-01	8.818133e-01	5.909838e-01	1.237986e+00	2.556361e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
7.700000e-01	8.786468e-01	5.987436e-01	1.232936e+00	2.512609e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
7.750000e-01	8.754695e-01	6.065442e-01	1.227887e+00	2.468856e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
7.800000e-01	8.722815e-01	6.145391e-01	1.222837e+00	2.425104e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
7.850000e-01	8.690826e-01	6.225780e-01	1.217786e+00	2.381352e+03	6.260000e-02	4.400000e-01	2.100000e-01	2.280000e-01	2.000000e-03	2.300000e-02	2.350000e-02	3.000000e-04	2.600000e-03	2.700000e-03	9.000000e-05	1.000000e-03	1.000000e-04	1.500000e-04	9.983000e-01	1.850000e-06
